trajectory_id,task_name,task_category,total_actions,traj_overall_stability,traj_velocity_stability,traj_acceleration_stability,traj_jerk_stability,traj_position_stability,gripper_overall_stability,gripper_smoothness,gripper_frequency,gripper_coordination,gripper_changes,gripper_expected_changes,has_vla_explosion,has_erratic_gripper
20250513_134903_Tabletop-Move-Cube-DynamicFriction-v1_pi0_gemini-2.0-flash,Tabletop-Move-Cube-DynamicFriction-v1_pi0_gemini-2.0-flash,manipulation,410,0.07390524711010363,0.014783261371778357,1.9704869148186614e-06,2.3314519281208274e-10,0.7094800359641542,0.27216696428820286,9.973567949071651e-08,0.14545454545454545,0.7617685358585581,55,8,True,True
20250514_223848_Tabletop-Open-Cabinet-WithSwitch-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithSwitch-v1_pi0_gemini-2.0-flash,interaction,410,0.0491537666128438,0.006270305778779632,8.422402640933562e-07,1.0076729002732451e-10,0.4789945274470172,0.25943889084596033,0.012632749147588187,0.12307692307692308,0.7248757142128271,65,8,True,True
20250511_123053_Tabletop-Find-Dice-v1_pi0_gemini-2.0-flash,Tabletop-Find-Dice-v1_pi0_gemini-2.0-flash,navigation,410,0.18553175471020153,0.46092008021301306,0.000127271945639696,1.6341935715896945e-08,0.933095505471327,0.8739917709209627,0.9153334938574855,0.8888888888888888,0.8039723557043391,9,8,True,False
20250511_150819_Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,complex,410,0.008394412135933787,9.81514181739513e-08,1.3051397682980598e-11,1.5621397595619645e-15,0.08394392501734108,0.24380406095819027,3.1694106321749955e-07,0.064,0.7486797806058832,125,8,True,True
20250515_071329_Tabletop-Pick-Cylinder-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cylinder-WithObstacle-v1_pi0_gemini-2.0-flash,manipulation,410,0.023619671168172943,1.160485664633017e-06,1.5435776334636157e-10,1.8478190207605394e-14,0.23619439024725297,0.24714298603227997,1.7234184624271067e-08,0.06299212598425197,0.7608178044777685,127,8,True,True
20250511_000202_Tabletop-Find-Book-FromShelf-v1_pi0_gemini-2.0-flash,Tabletop-Find-Book-FromShelf-v1_pi0_gemini-2.0-flash,navigation,410,0.01233904157417665,2.3689702838103076e-07,3.1510118199444135e-11,3.771978033305851e-15,0.12338994185316429,0.20831747054554986,6.590139898021432e-08,0.0223463687150838,0.6720451119015505,358,8,True,True
20250511_013727_Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,navigation,410,0.012119749049445051,2.2722773269099027e-07,3.0216635764105586e-11,3.616461712317561e-15,0.12119703594832074,0.30481998007146216,0.057703107553283874,0.1568627450980392,0.7822663784024563,51,8,True,True
20250510_144519_Tabletop-Balance-Pivot-WithBalls-v1_pi0_gemini-2.0-flash,Tabletop-Balance-Pivot-WithBalls-v1_pi0_gemini-2.0-flash,interaction,410,0.07326106390748066,0.044298443963587404,5.8315268929011276e-06,6.658882583547203e-10,0.6439962539034,0.2991410561351385,1.305238112676468e-07,0.23529411764705882,0.7618425621049878,34,8,True,True
20250511_025213_Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,navigation,410,0.057984186848580144,0.007101721342823784,9.679916339797693e-07,1.1717685941480136e-10,0.5656355213565445,0.2962557191096596,0.11319247069521694,0.0898876404494382,0.7467081289891379,89,8,True,True
20250513_174137_Tabletop-Move-Cube-WithHolder-v1_pi0_gemini-2.0-flash,Tabletop-Move-Cube-WithHolder-v1_pi0_gemini-2.0-flash,manipulation,410,0.017430006125768373,5.203251096848291e-07,6.920718223375098e-11,8.284546210839306e-15,0.17429902039980966,0.35225011002945394,0.06580760545408092,0.27586206896551724,0.8105614905272213,29,8,True,True
20250511_233806_Tabletop-Insert-Objects-WithShape-v1_pi0_gemini-2.0-flash,Tabletop-Insert-Objects-WithShape-v1_pi0_gemini-2.0-flash,manipulation,410,0.021709897988630003,1.1604539310415406e-06,1.5434390346588334e-10,1.8475930770357963e-14,0.2170966585153323,0.35354570586406747,0.18996951089854947,0.16,0.7651930050154924,50,8,True,True
20250515_001159_Tabletop-Open-Door-WithCabinet-v1_pi0_gemini-2.0-flash,Tabletop-Open-Door-WithCabinet-v1_pi0_gemini-2.0-flash,interaction,410,0.06382778142373013,0.006312003733737499,9.121964772239161e-07,1.1513405914352928e-10,0.6256510697198584,0.25406427710090657,0.007181744743646187,0.11764705882352941,0.7196582051879643,68,8,True,True
20250512_231044_Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,other,410,0.008498519240445033,1.4452138483944127e-07,1.9221949567973305e-11,2.3009392317394068e-15,0.0849849033040056,0.2564239182781521,5.070134953989236e-08,0.09090909090909091,0.7638372357496166,88,8,True,True
20250515_052843_Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.003350680298231045,2.7735625649954977e-08,3.6889260241110485e-12,4.415746837955726e-16,0.0335067474999906,0.2554953202915546,0.0054521209286983565,0.10126582278481013,0.7431157502821073,79,8,True,True
20250510_205440_Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.09601809361994555,0.053292067590670227,8.01780657695529e-06,9.993098124937782e-10,0.8535727436011449,0.43010392164511224,0.25399988537270196,0.34782608695652173,0.7471871380302496,23,8,True,True
20250515_093727_Tabletop-Pick-Object-FromCabinet-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Object-FromCabinet-v1_pi0_gemini-2.0-flash,manipulation,410,0.0987283641713152,0.07064316634904873,1.0781897599994032e-05,1.294160972472753e-09,0.8459649581456106,0.5790241860846328,0.23567969003863096,0.8,0.8158410335639348,10,8,True,True
20250513_020918_Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,complex,410,8.60162422403868e-05,4.973404679007643e-10,5.044885561145261e-14,5.0817366167616626e-18,0.0008601614275715652,0.22264901560081296,0.015856259008520043,0.028070175438596492,0.69295153121942,285,8,True,True
20250510_193107_Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.08526947066218263,0.024680276483230467,3.450335246018296e-06,4.1968004534514875e-10,0.803323800970907,0.39555262044165246,0.1625797783746215,0.3333333333333333,0.7684023636393462,24,8,True,True
20250510_183624_Tabletop-Close-Door-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Door-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.0468948402648222,1.0986300083613277e-05,1.4612770702948294e-09,1.7492169665049877e-13,0.4689264256635238,0.3101017832622874,0.10127003937927542,0.13559322033898305,0.763052671362941,59,8,True,True
20250513_003354_Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,complex,410,0.06636882795579672,0.03204130430709466,4.793935508049695e-06,5.898531162130709e-10,0.5995912867778413,0.39145911437240766,0.31797126931647574,0.1095890410958904,0.7713129810568341,73,8,True,True
20250514_180630_Tabletop-Open-Cabinet-WithDoor-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithDoor-v1_pi0_gemini-2.0-flash,interaction,410,0.05972921561729692,0.012900013975573067,1.7371193171290886e-06,2.0532998068793866e-10,0.5714869160425518,0.2718930731756465,6.568432684738562e-08,0.11764705882352941,0.7886630975161897,68,8,True,True
20250513_201311_Tabletop-Move-Cube-WithPivot-v1_pi0_gemini-2.0-flash,Tabletop-Move-Cube-WithPivot-v1_pi0_gemini-2.0-flash,manipulation,410,0.003891582850707852,3.42448335914099e-08,4.5546539873879195e-12,5.452180144834187e-16,0.03891576000374519,0.2549467003267667,6.696340958596118e-08,0.041666666666666664,0.8081555784713429,192,8,True,True
20250513_035302_Tabletop-Move-Balls-WithDustpan-v1_pi0_gemini-2.0-flash,Tabletop-Move-Balls-WithDustpan-v1_pi0_gemini-2.0-flash,manipulation,410,0.02331853949411712,1.3581685434429674e-06,1.8058395100966328e-10,2.1614304215057995e-14,0.233182678062246,0.24513033681651822,1.0676294238049804e-08,0.047058823529411764,0.7700422849572567,170,8,True,True
20250510_182917_Tabletop-Close-Door-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Door-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.08274021802131466,0.022534782676722924,3.3345871712556718e-06,4.191182234398883e-10,0.782322609421714,0.4665514397045844,0.5311832813025039,0.10256410256410256,0.7443629880478402,78,8,True,True
20250515_061044_Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.003350680298231045,2.7735625649954977e-08,3.6889260241110485e-12,4.415746837955726e-16,0.0335067474999906,0.2554953202915546,0.0054521209286983565,0.10126582278481013,0.7431157502821073,79,8,True,True
20250514_124205_Tabletop-Open-Cabinet-WithDoor-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithDoor-v1_pi0_gemini-2.0-flash,interaction,410,0.0886533304641077,0.016914490983991313,2.2483549462983265e-06,2.666382111827526e-10,0.8526975765417025,0.2582517983875321,4.408973634012928e-08,0.125,0.7358392691721252,64,8,True,True
20250515_005728_Tabletop-Open-Door-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Open-Door-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.0745528118646509,0.009153511697502505,1.3353738627309564e-06,1.686576237801728e-10,0.7272170884552853,0.2680778114382323,0.023722236136459147,0.11594202898550725,0.7460210276266548,69,8,True,True
20250512_212652_Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,other,410,0.028914704429722597,2.0904315222698606e-06,2.780791629001076e-10,3.329663226008695e-14,0.28914286259981076,0.27203200740011185,5.0716290624690295e-08,0.1568627450980392,0.7499105452806129,51,8,True,True
20250514_010303_Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.06525425011801939,0.018377954228321194,2.6605862565495835e-06,3.2278064279811684e-10,0.6157786096736592,0.5302702388135392,0.45881900686131805,0.38095238095238093,0.7748564059443255,21,8,True,True
20250511_151533_Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,complex,410,0.014209824487700655,4.075613814118669e-07,5.41536584821947e-11,6.478324838724064e-15,0.14209742959175684,0.24492442328353722,4.402552112039382e-08,0.08247422680412371,0.7339404587736389,97,8,True,True
20250513_002444_Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,complex,410,0.05988487072482317,0.02114178680069722,2.851258665058479e-06,3.4818441431084357e-10,0.5565565784781044,0.390189776083192,0.38446755215118567,0.035555555555555556,0.7524536285201703,225,8,True,True
20250515_054043_Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.003350680298231045,2.7735625649954977e-08,3.6889260241110485e-12,4.415746837955726e-16,0.0335067474999906,0.2554953202915546,0.0054521209286983565,0.10126582278481013,0.7431157502821073,79,8,True,True
20250514_182203_Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.09712650813151782,0.0476132473853941,6.519420780159439e-06,7.751629648976841e-10,0.8760190251813976,0.43596667216406604,0.3169423948425717,0.24242424242424243,0.7882081383325489,33,8,True,True
20250511_195359_Tabletop-Insert-Conical-v1_pi0_gemini-2.0-flash,Tabletop-Insert-Conical-v1_pi0_gemini-2.0-flash,manipulation,410,0.012488112035007012,2.3698729975543653e-07,3.1520979535824796e-11,3.773298885747231e-15,0.12488064628089257,0.6270131038207969,0.6344892754446565,0.47058823529411764,0.7734697435156634,17,8,True,False
20250513_042821_Tabletop-Move-Balls-WithDustpan-v1_pi0_gemini-2.0-flash,Tabletop-Move-Balls-WithDustpan-v1_pi0_gemini-2.0-flash,manipulation,410,0.11539738801991736,0.12856115674242213,2.0342125341331985e-05,2.4784659300036155e-09,0.8967905304244417,0.5647855772386854,0.6001918808989534,0.34782608695652173,0.7345366626404914,23,8,True,True
20250511_135117_Tabletop-Find-Dice-v1_pi0_gemini-2.0-flash,Tabletop-Find-Dice-v1_pi0_gemini-2.0-flash,navigation,410,0.0622472389105343,0.013268770075680326,1.9764656964356076e-06,2.5158974860284684e-10,0.595928918550534,0.33832969090261283,0.22618486052815148,0.09411764705882353,0.732068175245684,85,8,True,True
20250510_214919_Tabletop-Close-Drawer-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Drawer-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,50,0.08037186302983347,0.015421626590238841,2.2099922405384222e-06,2.736963931102705e-10,0.7728687460463498,0.3524714066336727,0.13814058736592305,0.16666666666666666,0.8240505722910118,12,2,True,True
20250511_015302_Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,Tabletop-Find-Cube-RedDown-v1_pi0_gemini-2.0-flash,navigation,410,0.014672807445211208,3.5314692125195864e-07,4.697143886760618e-11,5.622770475581338e-15,0.14672736801733274,0.3755268529897743,0.2910728368549769,0.08602150537634409,0.777637555449601,93,8,True,True
20250510_143854_Tabletop-Balance-Pivot-WithBalls-v1_pi0_gemini-2.0-flash,Tabletop-Balance-Pivot-WithBalls-v1_pi0_gemini-2.0-flash,interaction,410,0.11455263788162627,0.15091943435446542,2.5184031658372235e-05,3.0815558090254477e-09,0.8436119456861334,0.5317494256897822,0.543240594535288,0.2962962962962963,0.7518809966225938,27,8,True,True
20250511_001821_Tabletop-Find-Book-FromShelf-v1_pi0_gemini-2.0-flash,Tabletop-Find-Book-FromShelf-v1_pi0_gemini-2.0-flash,navigation,410,0.016791112697881624,2.106019058858881e-06,4.198248268470353e-10,6.69217687642306e-14,0.16790691368095637,0.24112425250450975,0.0250696693029128,0.031007751937984496,0.7393135306731643,258,8,True,True
20250514_003632_Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.06525425011801939,0.018377954228321194,2.6605862565495835e-06,3.2278064279811684e-10,0.6157786096736592,0.5302702388135392,0.45881900686131805,0.38095238095238093,0.7748564059443255,21,8,True,True
20250515_012621_Tabletop-Open-Door-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Open-Door-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.0745528118646509,0.009153511697502505,1.3353738627309564e-06,1.686576237801728e-10,0.7272170884552853,0.2680778114382323,0.023722236136459147,0.11594202898550725,0.7460210276266548,69,8,True,True
20250514_213422_Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.07527875790682131,0.022180537904945775,2.934062742585331e-06,3.46065185371957e-10,0.7084176996858331,0.3328780581284983,0.011403102921846845,0.26666666666666666,0.8277227231991986,30,8,True,True
20250512_195725_Tabletop-Keep-Pivot-Balance-v1_pi0_gemini-2.0-flash,Tabletop-Keep-Pivot-Balance-v1_pi0_gemini-2.0-flash,interaction,410,0.0986441430769244,0.1364139192776129,2.157562631545683e-05,2.557320184968439e-09,0.713548855105791,0.73136718537459,0.9710251652450006,0.38095238095238093,0.7622380166362516,21,8,True,False
20250513_061301_Tabletop-Move-Balls-WithPivot-v1_pi0_gemini-2.0-flash,Tabletop-Move-Balls-WithPivot-v1_pi0_gemini-2.0-flash,manipulation,410,0.010024918634588995,1.9241744702795574e-07,2.559327826306417e-11,3.063677811957095e-15,0.10024880143420378,0.27113029260347316,0.008508291709266825,0.13333333333333333,0.7590899197325548,60,8,True,True
20250515_080200_Tabletop-Pick-Eraser-FromHolder-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Eraser-FromHolder-v1_pi0_gemini-2.0-flash,manipulation,410,0.012949152542651913,3.5869609076835037e-07,4.770929041041869e-11,5.711129403270726e-15,0.1294908078911869,0.26766907609627055,0.06447218357625957,0.09090909090909091,0.7153582513101315,88,8,True,True
20250512_234120_Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,other,410,0.008256904844007486,1.437709501006395e-07,1.9122120923403797e-11,2.2889877974422938e-15,0.08256876084079914,0.2524443837038594,3.678296617587904e-08,0.06666666666666667,0.7748145633022431,120,8,True,True
20250515_073952_Tabletop-Pick-Cylinder-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cylinder-WithObstacle-v1_pi0_gemini-2.0-flash,manipulation,410,0.09360659866372656,0.15730182511266222,2.7393279212012035e-05,3.30730670554594e-09,0.6213801433450782,0.8368180466531916,0.982534012947354,0.7272727272727273,0.7520754109747724,11,8,True,False
20250512_224343_Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,Tabletop-Lift-Book-v1_pi0_gemini-2.0-flash,other,410,0.01319812709364438,2.8748511168351783e-07,3.823291335996168e-11,4.5763763170720965e-15,0.13198069585150338,0.23942412640172478,5.0710965527667826e-08,0.0425531914893617,0.7555271622351002,188,8,True,True
20250512_203819_Tabletop-Keep-Pivot-Balance-v1_pi0_gemini-2.0-flash,Tabletop-Keep-Pivot-Balance-v1_pi0_gemini-2.0-flash,interaction,410,0.023513328561431273,1.1600770562017125e-06,1.5430206827805736e-10,1.8470400148495495e-14,0.23513096499722025,0.25639365104125605,0.005306201200321866,0.09090909090909091,0.7566614776280002,88,8,True,True
20250511_032141_Tabletop-Find-Cube-WithPivot-v1_pi0_gemini-2.0-flash,Tabletop-Find-Cube-WithPivot-v1_pi0_gemini-2.0-flash,navigation,410,0.06659344082717684,0.019370239292131462,2.749159356180494e-06,3.3296221884428705e-10,0.6271856808775881,0.24707157842858157,1.3054706872934396e-07,0.08163265306122448,0.7419391009712891,98,8,True,True
20250515_061644_Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.003350680298231045,2.7735625649954977e-08,3.6889260241110485e-12,4.415746837955726e-16,0.0335067474999906,0.2554953202915546,0.0054521209286983565,0.10126582278481013,0.7431157502821073,79,8,True,True
20250515_040257_Tabletop-Pick-Cube-WithDoor-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithDoor-v1_pi0_gemini-2.0-flash,manipulation,410,0.12411153560927843,0.15335876741743884,2.4508290799417498e-05,2.9237324428592924e-09,0.9343242846905786,0.4649895085852798,0.3149459378176189,0.38095238095238093,0.74908473057506,21,8,True,True
20250511_160207_Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,Tabletop-Finish-Hanobi-v1_pi0_gemini-2.0-flash,complex,410,0.06955034880548429,0.0031967404408225954,4.281692719296784e-07,5.205765965894435e-11,0.6891087224571513,0.24925160256970974,0.03546481512731169,0.046242774566473986,0.7373094804961429,173,8,True,True
20250510_213736_Tabletop-Close-Drawer-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Drawer-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,25,0.082757654123055,0.02538827418780509,3.641631917009296e-06,4.66215514245128e-10,0.7767890660943267,0.30570463446936214,0.024230468987452063,0.25,0.7367081562479376,8,2,True,True
20250513_072236_Tabletop-Move-Cross-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Move-Cross-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.0671843761879833,0.03462517329816263,4.59483355429589e-06,5.386053376399563e-10,0.6025796286284234,0.43724370141882873,0.29502944321067687,0.2962962962962963,0.7678101174855636,27,8,True,True
20250513_024219_Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,Tabletop-Merge-Box-v1_pi0_gemini-2.0-flash,complex,410,0.16089903732669694,0.34397788199794466,6.702605591077093e-05,7.74174717597885e-09,0.920833500136359,0.6714092552058744,0.697852778626948,0.47058823529411764,0.8369722438895328,17,8,True,False
20250515_043815_Tabletop-Pick-Cube-WithDoor-v1_pi0_gemini-2.0-flash,Tabletop-Pick-Cube-WithDoor-v1_pi0_gemini-2.0-flash,manipulation,410,0.007639528427202024,1.1591903720295818e-07,1.54173187327421e-11,1.8454918644154422e-15,0.0763950523876865,0.24742746060937088,6.568695624207162e-08,0.0625,0.7622581144486279,128,8,True,True
20250514_181620_Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Open-Cabinet-WithObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.010837087468929625,2.27797038980899e-07,3.029822150961363e-11,3.62689764509371e-15,0.1083704190043091,0.2779153096831415,0.006002246271743162,0.15384615384615385,0.764535216735327,52,8,True,True
20250513_235357_Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,Tabletop-Move-Line-WithStick-v1_pi0_gemini-2.0-flash,manipulation,410,0.019535637604321483,7.530547484175073e-07,1.0016758208989476e-10,1.1991213477756393e-14,0.19535486963316728,0.34747767117272443,0.2684102919185786,0.064,0.7363785146843099,125,8,True,True
20250511_110409_Tabletop-Find-Cube-WithPivot-v1_pi0_gemini-2.0-flash,Tabletop-Find-Cube-WithPivot-v1_pi0_gemini-2.0-flash,navigation,410,0.005331152102451782,9.732329079791415e-08,1.2944564524377306e-11,1.5606295115329344e-15,0.053311326339096285,0.2942678601546009,0.08233513100318879,0.09302325581395349,0.778089436697131,86,8,True,True
20250510_200744_Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,Tabletop-Close-Drawer-WithLongObstacle-v1_pi0_gemini-2.0-flash,interaction,410,0.00668483320572794,1.3455210565557283e-07,1.789758328639509e-11,2.1425875178367955e-15,0.06684806289936676,0.32851592735752766,0.09028517984443618,0.1951219512195122,0.7795509001796651,41,8,True,True
